# Long	Lat	Depth	Mag
-27.555	-59.658	139.7	5.1
-25.871	-56.549	219	3.8
-25.245	-57.273	37.7	4.8
-26.072	-57.428	82.9	5.2
-26.282	-56.921	59.7	4.6
-51.156	-53.492	10	5.1
-25.164	-58.409	10	3.9
-25.207	-58.706	9.8	4.7
-27.075	-56.293	94.1	6
-26.332	-57.071	87.9	4.9
-24.844	-57.992	26.4	5.4
-44.625	-60.106	10	4.2
-25.514	-57.844	50.1	4.6
-25.278	-57.612	36.8	4.7
-28.917	-55.152	10	3.9
-72.148	-50.655	10	4.6
-26.693	-56.085	38.3	4.4
-72.074	-50.668	22.4	4.9
-34.299	-60.541	10	4.7
-27.1	-56.111	108.4	4.6
-27.048	-56.637	100	4.1
-26.77	-56.551	100.3	4.9
-26.638	-56.986	200	3.9
-28.227	-55.155	4.3	4.8
-28.17	-55.214	10	4
-27.465	-56.052	101.7	5.2
-26.916	-55.356	35	4.6
-27.76	-56.027	84.8	5.6
-23.215	-61.021	30	4.2
-25.886	-59.768	45.3	5.6
-27.408	-56.464	92.3	4.7
-24.827	-56.907	11.4	4.4
-24.745	-58.867	55	4.1
-25.675	-59.243	58.9	5.1
-27.932	-55.977	144.3	4.9
-25.45	-57.887	38.9	4.5
-27.027	-59.374	30.4	5.1
-28.383	-59.514	272.4	4.8
-27.188	-56.808	137.8	5.1
-27.104	-59.36	10	5.5
-27.199	-59.328	20	4.9
-25.211	-57.429	10	4.5
-27.102	-55.645	10	5.7
-27.151	-55.529	10	5.1
-26.653	-55.313	10	4.2
-26.848	-55.527	6.2	4.7
-27.905	-56.038	142.8	5.6
-27.077	-55.35	37.2	4.1
-27.52	-60.752	55	4.5
-27.217	-60.619	20	4.6
-25.519	-57.616	69.9	4.3
-29.262	-55.254	10	4.3
-27.39	-55.63	10	4.2
-26.667	-56.558	172.9	4.3
-26.604	-55.396	10	4.3
-25.828	-59.152	39.7	4.7
-57.068	-62.148	10	4.4
-56.984	-61.952	10	4.7
-25.221	-57.948	35	5.3
-26.659	-56.021	51.3	5.1
-25.622	-58.192	46.4	4.3
-28.76	-55.145	10	4.2
-27.68	-55.967	108.4	4.9
-26.049	-59.381	89.1	4.5
-58.098	-54.026	10	4.5
-27.394	-55.643	39.8	4.7
-24.946	-56.927	42.4	4.7
-27.35	-56.079	113.6	5.5
-27.063	-55.698	28.8	5.9
-27.011	-55.603	10	4.8
-25.361	-58.737	10	3.9
-25.319	-60.726	13.5	5.5
-34.511	-60.415	10	4.6
-43.818	-60.171	10	4.2
-44.747	-60.369	10	4.9
-27.681	-55.925	35	4.7
-25.747	-57.351	57.9	4
-24.343	-55.964	77.2	4.3
-28.665	-54.934	35	4.3
-25.03	-57.496	10	4.4
-25.028	-59.431	55	5.3
-21.606	-60.957	13	7.4
-24.894	-58.88	10	4.7
-23.18	-60.991	10	4.8
-25.871	-59.221	10	4.6
-25.94	-59.426	70.8	4.3
-24.954	-56.552	10	5.7
-24.793	-56.486	35	4.8
-69.274	-54.292	8.7	4.6
-25.117	-56.64	10	4.5
-25.132	-56.624	10	4.3
-25.925	-59.304	109.2	4.4
-26.775	-56.066	10	4.3
-25.382	-56.402	69.4	4.3
-26.903	-56.317	88.9	4.6
-24.51	-59.33	55	4.6
-27.27	-55.519	10	4.2
-26.63	-55.943	35.9	4.9
-44.136	-60.436	10	4.8
-30.35	-56.386	27.7	4.7
-26.819	-55.799	10	4.8
-30.415	-56.646	91.1	4.5
-30.471	-56.645	73.9	4.7
-30.86	-56.33	10	4.8
-49.626	-52.619	10	4.8
-34.17	-60.215	30.1	4.6
-25.636	-55.656	66.3	4.9
-26.184	-59.65	35	4.7
-27.937	-55.324	10	4.6
-27.915	-55.892	108.9	5
-28.106	-55.886	122.6	4.5
-24.995	-59.249	10	4.6
-25.704	-58.692	88.7	5.2
-27.691	-59.888	151.7	4.2
-26.045	-58.438	10	4.6
-24.851	-58.788	35	4
-28.262	-55.909	142.9	4.2
-25.102	-58.707	27	4.7
-27.702	-56.078	130.4	4.9
-27.454	-55.9	117.6	4.7
-27.209	-56.76	177.2	3.9
-27.384	-56.038	122.7	5
-26.507	-54.542	35	3.6
-29.66	-59.542	10	5.9
-26.601	-59.916	69.9	4.4
-46.505	-60.419	10	6.1
-28.985	-55.178	10	4.5
-24.941	-56.915	10	4.4
-25.418	-58.722	94.2	4.6
-44.012	-60.542	10	4.6
-27.632	-55.902	92	5.1
-25.392	-58.783	41.4	4.6
-26.745	-56.402	82.8	5.3
-25.263	-58.051	58.5	5.5
-25.252	-57.977	55	4.4
-25.93	-59.704	35	4
-26.083	-59.665	44.8	5.3
-26.457	-56.61	102.7	5.1
-24.876	-57.704	31.9	4.2
-25.415	-59.072	35	4.3
-26.979	-56.511	123.4	5.3
-27.011	-56.41	99.4	4.4
-24.257	-57.999	41.1	4.9
-26.227	-59.813	61.7	4.2
-25.83	-55.238	50	4.5
-26.912	-56.252	102.1	4.9
-27.235	-56.145	113.6	5
-25.089	-57.72	25.7	4
-28.843	-56.461	136.4	4.5
-25.259	-57.139	35.4	4.3
-43.443	-60.217	10	4.3
-27.676	-55.704	10	4.9
-27.26	-55.436	23.1	4.5
-26.157	-59.652	24.4	5.3
-27.659	-55.937	104.6	5.1
-62.282	-62.674	55.3	4.2
-25.84	-57.706	78.3	4.1
-25.735	-56.921	68.6	4.9
-26.335	-59.648	35	4.3
-27.86	-55.195	10	3.7
-26.933	-55.637	10	4.3
-27.61	-56.046	101.8	5
-25.734	-59.571	55	4.3
-27.788	-55.904	84.1	4.5
-26.372	-60.629	28.7	4.8
-26.524	-56.824	94.4	5
-27.504	-55.982	100	4.1
-26.235	-59.59	44.4	5.7
-25.321	-56.91	40	3.8
-25.555	-55.425	50	4.6
-46.226	-53.11	10	4.5
-26.442	-59.637	120.8	5.2
-26.365	-59.587	96.2	4.2
-26.827	-56.122	64.3	4.7
-26.287	-59.556	108.5	4.3
-26.493	-56.276	75	4.6
-27.241	-60.991	50	4.2
-26.96	-55.695	35	4.2
-29.783	-55.715	43.9	5.1
-26.443	-56.639	121.7	5
-27.49	-55.962	138.7	4.2
-25.443	-58.211	41.3	3.5
-28.896	-55.254	38.2	5
-28.641	-55.157	10	4.2
-28.623	-55.192	3.7	4.9
-27.163	-56.396	130.8	4.5
-27.905	-55.12	10	4.4
-25.209	-58.132	96.4	4.7
-28.692	-55.405	10	4.6
-25.003	-56.325	51.1	5
-27.325	-56.372	112.5	4.7
-28.235	-60.48	51.4	4.3
-25.015	-58.723	44.8	5.2
-27.836	-55.888	112.4	4
-36.471	-60.942	10	5.7
-25.95	-59.578	35	4.2
-25.77	-57.248	79.2	4.7
-27.102	-56.043	110.8	4.4
-26.571	-56.162	63.3	4.6
-25.271	-60.554	45.1	5.1
-56.179	-61.323	10	4.9
-26.584	-60.489	35	4.5
-25.567	-57.825	68.5	4.9
-25.595	-59.18	11	3.8
-25.995	-57.449	93.6	4.6
-25.657	-56.32	4.5	4.8
-25.277	-55.392	35	4.1
-34.371	-61.029	13	7
-27.57	-56.065	136.8	4.7
-34.057	-60.913	10	5.9
-34.878	-61.195	10	4.3
-34.033	-60.952	21.3	4.5
-34.07	-60.838	13.3	4.9
-34.18	-60.91	10	5
-34.039	-60.855	10	4.6
-33.937	-61.032	10	4.3
-34.311	-61.004	10	5.2
-24.898	-58.022	78.9	4.3
-25.404	-57.792	90.3	4
-46.744	-52.864	10	4.5
-22.83	-61.013	10	4.3
-34.166	-60.844	10	5.7
-25.206	-56.395	62	4.1
-25.807	-58.041	76.4	5.2
-27.9	-55.802	125.1	3.9
-26.75	-56.217	92.1	4.5
-29.43	-58.223	35	4
-29.686	-58.258	10	4.9
-29.75	-58.274	10	4.8
-29.779	-58.296	10	5.2
-27.455	-56.139	108.1	4.7
-25.684	-60.652	10	4.6
-63.587	-54.176	57.6	4.4
-25.688	-56.369	16.3	4.6
-28.064	-55.213	10	4.2
-27.456	-55.535	36.9	4.5
-23.81	-58.897	10	4.3
-25.757	-59.001	70.4	4.8
-27.914	-55.87	136.1	3.9
-26.373	-59.413	35	4.1
-27.078	-60.323	10	4.4
-26.604	-56.129	56	4.5
-36.249	-61.165	10	4.4
-26.169	-55.733	10	4.4
-27.005	-59.336	35	5
-26.596	-55.531	7	5.1
-25.777	-55.541	10	4.4
-25.965	-55.633	10	4.7
-26.582	-55.527	10	5.2
-26.818	-55.321	10	4.3
-25.48	-55.843	50	3.8
-25.57	-57.939	67.3	4.1
-27.147	-55.849	46.6	5
-25.489	-56.135	11	5.2
-23.661	-56.983	18.6	5.2
-25.619	-60.556	10	4.8
-26.474	-55.573	74.4	4.5
-24.871	-55.584	10	5.7
-24.673	-55.554	10	4.7
-26.369	-58.721	132.9	4.3
-29.779	-55.261	35	4.1
-61.071	-58.896	10	5.2
-27.266	-55.89	143.3	4.9
-25.835	-58.032	75	4.4
-36.26	-61.037	10	4.8
-25.293	-57.681	63.9	5.1
-25.118	-57.766	65.3	3.8
-25.871	-58.045	120.5	4.3
-72.471	-50.542	10	4.6
-25.661	-59.022	37.8	4.6
-50.609	-60.709	10	4.9
-24.212	-56.86	10	5.1
-26.682	-59.723	77.8	5
-25.799	-57.36	100	4
-43.851	-60.225	10	4.4
-26.77	-56.045	35	4.1
-24.929	-57.874	60.9	4.6
-26.685	-59.44	96.4	4.8
-25.137	-57.858	10	3.8
-25.21	-59.362	10	3.8
-24.996	-59.245	10	4.5
-24.872	-59.171	10	4.7
-24.856	-59.245	10	4.1
-34.069	-60.915	10	5.5
-34.249	-61.348	10	5
-26.296	-58.595	129	4.7
-33.888	-60.94	10	4.7
-64.528	-57.911	6	5.6
-31.269	-54.936	10	4.7
-29.533	-55.419	10	6.2
-33.924	-61.169	10	4.9
-27.016	-55.764	47.7	5.6
-27.328	-56.697	117.6	4.4
-29.382	-55.305	35	5.6
-25.288	-58.705	10	4.9
-29.048	-55.322	10	4.6
-26.948	-55.764	44.2	4.5
-26.145	-55.56	48.9	4.6
-26.93	-55.673	10	4.8
-27.063	-55.68	29.4	4.5
-28.234	-59.921	112.1	5.1
-26.806	-58.475	228.7	4.4
-26.461	-55.027	35	5.1
-59.463	-58.032	10	4.7
-27.338	-56.467	200	4.1
-25.346	-58.757	10	3.8
-26.351	-58.923	112.8	4.2
-24.926	-57.352	35	4.6
-58.698	-53.885	10	4.7
-24.389	-57.339	35	4.6
-29.142	-55.245	10	6.2
-26.921	-55.698	10	4.4
-25.701	-58.182	46.7	4.3
-27.49	-56.01	151.2	5
-25.412	-57.757	10	4.5
-26.786	-56.201	100.8	4.6
-27.566	-56.025	149.6	4.5
-26.338	-60.769	35	4.4
-26.231	-60.335	35	5
-25.181	-58.653	20.5	5
-25.862	-59.493	10	4.5
-68.211	-56.827	35.3	4.5
-26.497	-56.582	86.3	4.8
-56.495	-62.058	10	4.7
-26.686	-60.632	10	4.6
-25.93	-58.293	134.2	4.7
-59.728	-61.828	10	5
-20.208	-60.789	10	6.1
-27.176	-56.42	150	3.9
-27.255	-55.897	60.7	4.3
-25.856	-56.21	35	4.7
-27.322	-56.46	148.5	5
-20.124	-60.867	10	5
-22.903	-58.348	35	5.2
-27.782	-55.936	92	5
-27.724	-56.096	145.9	4.4
-24.931	-56.617	35	4.7
-28.198	-60.188	151.5	4.3
-26.947	-56.271	115.8	4.1
-24.964	-56.903	10	5.2
-25.378	-57.971	50.6	4.4
-27.681	-55.985	118.3	4.6
-26.457	-59.972	35	5.5
-25.829	-56.684	10	4
-25.098	-58.121	10	4.7
-29.531	-55.359	10	5.1
-27.696	-55.986	170.8	5.2
-26.728	-60.182	10	5.7
-26.718	-60.211	34.5	4.6
-26.042	-55.757	36.8	4.4
-26.124	-55.779	35	4.5
-25.98	-55.76	56.3	4.4
-26.28	-60.15	10	4.6
-27.054	-55.693	13.1	4.8
-26.186	-55.704	15.5	4.9
-26.056	-55.779	37.1	4.2
-25.84	-59.32	21.6	4.2
-27.151	-56.208	120.6	4.8
-27.283	-56.346	149	5.2
-26.244	-58.596	146.8	5.5
-27.545	-55.782	35	4.5
-24.84	-60.788	56.3	4
-23.552	-56.703	10	4.8
-28.066	-55.314	21.4	5.2
-28.091	-55.314	35	4.5
-28.389	-55.32	10	4.2
-28.024	-55.287	10	4.7
-27.969	-55.494	10	3.9
-28.091	-55.311	10	4.5
-28.031	-55.323	10	4.6
-28.031	-55.296	10	4.5
-28.001	-55.318	19.5	4.4
-28.294	-55.355	10	4.4
-27.898	-55.33	36.9	4.6
-26.303	-59.573	55.6	5.3
-26.653	-59.874	89.1	3.8
-26.228	-59.131	102.3	5.1
-25.245	-57.951	48.5	3.9
-26.938	-56.245	76.9	5
-26.104	-59.987	10.7	5.2
-29.093	-55.197	10	4.4
-20.235	-60.888	10	4.7
-25.606	-56.103	31.5	4.2
-26.483	-60.217	54	4.9
-27.733	-56.058	104	5.6
-26.63	-60.373	21.9	5.1
-28.407	-55.365	93.4	4.2
-26.596	-60.66	10	4.4
-24.829	-55.943	56	4.5
-25.125	-59.264	47.7	4.2
-26.474	-58.357	150	3.7
-27.077	-56.144	105.8	4.3
-26.077	-57.318	35	4.9
-27.992	-55.793	108.2	4.2
-28.906	-55.299	10	4.8
-23.363	-58.317	10	4.8
-26.905	-60.424	35	4.4
-26.945	-60.618	35	4.6
-26.863	-60.39	30.1	5.5
-26.561	-60.283	10	4.7
-26.673	-60.345	10	5.1
-26.569	-60.317	7.8	5.2
-26.473	-60.276	7.7	5.4
-26.557	-60.681	55	4.8
-26.788	-60.367	35	4.5
-28.308	-59.31	292.2	4.9
-28.842	-61.86	54.5	4.2
-27.085	-56.955	111.6	4.3
-25.913	-57.434	63.5	4.4
-27.104	-56.187	97.5	5.1
-23.718	-60.824	10	4
-32.608	-60.165	10	4.1
-27.038	-60.466	10	4.7
-25.664	-57.892	54	3.8
-27.688	-56.048	91.6	4.4
-24.314	-60.812	10	4.9
-26.371	-58.093	58.8	4
-29.429	-55.287	10	3.9
-27.53	-55.974	101.8	4.6
-24.15	-57.978	35	4.4
-27.267	-56.179	128.7	4.1
-24.626	-56.495	66.4	4.3
-27.732	-55.931	146.3	4.7
-27.2	-56.073	141.6	4.6
-25.991	-57.362	68.5	4.7
-27.559	-56.358	125.9	4.4
-25.561	-58.944	46.4	4.7
-27.364	-55.683	35	4.5
-27.411	-56.031	95.9	4.9
-28.075	-55.369	25.9	4.6
-25.05	-57.513	10	3.9
-27.437	-55.588	35	4.6
-27.518	-55.983	92.6	4.4
-27.802	-55.967	127.8	4.9
-26.793	-59.812	97.8	4.6
-25.242	-57.193	35	3.9
-25.518	-56.984	10	4
-29.439	-55.284	62.7	5.2
-26.986	-56.408	188.8	4.1
-27.208	-56.141	177.9	4.2
-27.931	-55.978	90.3	5.4
-29.83	-55.633	35	4.4
-27.298	-56.266	155.2	4.9
-26.929	-56.352	35	4.5
-64.473	-58.132	10	4.1
-26.635	-56.313	71.1	5
-25.509	-59.84	35	4.4
-26.441	-59.732	35	4.3
-25.663	-58.983	62	4.5
-26.241	-58.796	82.3	4.2
-25.468	-55.803	35	3.9
-33.965	-61.057	10	4.9
-28.321	-56.364	200	4.8
-28.141	-55.433	35	3.8
-27.427	-56.004	121.4	4.6
-28.196	-56.556	272.3	4.7
-52.382	-60.508	10	5.8
-51.854	-60.588	10	4.5
-26.957	-56.223	60.1	4.3
-65.835	-62.063	10	5.9
-33.579	-55.084	10	5
-27.2	-56.298	109.3	4.5
-51.703	-60.559	10	4.5
-23.863	-57.011	21.3	3.8
-27.763	-55.995	150.4	4.7
-25.653	-59.04	62.2	4.4
-27.485	-56.261	35	4.5
-58.624	-61.21	30.6	4.6
-27.461	-55.203	35	3.6
-25.247	-57.475	10	4.5
-52.304	-60.582	61.3	3.7
-27.713	-56.263	113.7	4.4
-28.225	-55.939	161.5	4.4
-32.397	-59.652	10	4.3
-25.449	-59.607	35	4
-25.681	-58.999	48	4.6
-27.206	-56.399	89.4	5.3
-23.506	-59.332	10	5.1
-25.87	-57.44	82.3	4.1
-25.24	-58.735	35	5.6
-26.834	-57.984	183	4.6
-27.043	-56.272	99.7	5.6
-28.059	-60.066	35	4.1
-25.191	-58.71	47.1	4.6
-26.948	-56.177	125.7	4.5
-26.984	-56.121	80.8	5
-25.586	-60.797	8	6.6
-58.39	-59.898	10	5.2
-24.828	-56.086	35	4.2
-58.449	-59.885	10	5.1
-25.482	-56.413	10	4.8
-26.884	-59.151	35	4.5
-25.697	-58.986	66.5	4.9
-46.619	-53.033	10	5.1
-46.492	-52.917	10	5.5
-46.542	-53.015	10	5.6
-26.231	-57.391	94.3	3.9
-27.602	-55.927	125.5	4.9
-25.803	-57.332	32.4	4.6
-28.375	-55.925	128.6	4.4
-23.433	-57.335	14	6.8
-23.528	-57.028	10	5
-23.565	-57.161	10	4.9
-23.076	-59.209	35	4.2
-23.861	-56.808	10	4.4
-54.396	-61.505	32.9	4.7
-23.512	-57.196	35	5.1
-26.32	-60.321	35	4.5
-46.439	-53.012	10	5.4
-26.113	-59.164	122	4.4
-25.316	-56.177	40.4	4.9
-24.909	-58.065	42.8	5.1
-25.16	-58.105	35	3.9
-25.191	-58.112	35	3.9
-25.349	-58.053	10	4.4
-25.105	-58.098	10	4.8
-25.095	-58.032	35	4.4
-24.466	-59.369	10	4
-25.083	-56.687	10	4.6
-25.654	-57.719	61.8	3.7
-26.383	-58.456	181.4	4.4
-27.679	-56.072	119.9	4.6
-24.752	-60.134	31.3	4.5
-27.418	-56.391	35	4.5
-25.795	-57.894	80.9	4.1
-25.73	-56.372	35	4.7
-58.283	-59.856	10	4.5
-24.977	-58.816	35	4.1
-26.852	-56.306	79.7	4.7
-28.035	-56.022	140.2	6
-29.976	-55.793	4	5.4
-28.109	-55.455	35	4.5
-28.025	-55.44	35	5
-24.773	-58.754	35	5.2
-25.065	-58.765	35	4.7
-24.761	-58.862	35	4.6
-24.777	-58.689	35	5.2
-24.714	-58.739	35	6.1
-24.78	-58.727	37.1	4.5
-26.434	-56.109	35	4.9
-25.326	-59.355	35	4.3
-25.275	-58.927	48.8	4.5
-28.358	-55.676	35	5.2
-25.483	-57.911	35	5.9
-25.386	-57.876	35	4.6
-27.483	-56.049	90.7	5
-25.953	-60.701	11.3	4.3
-24.955	-58.024	77	4.7
-27.807	-55.988	111.7	4.4
-25.806	-59.681	35	4.6
-26.725	-59.952	35	4.1
-28.018	-55.861	138.2	4
-28.832	-55.131	17.5	4.6
-25.399	-58.765	35	4.2
-27.559	-55.977	35	4.4
-55.888	-54.352	40.5	5.2
-56.173	-54.468	10	4.7
-27.81	-55.964	92.3	4
-27.646	-60.969	35	4.1
-26.797	-57.502	160.2	4.4
-25.857	-56.855	35	4.7
-25.25	-58.949	35	4.2
-25.572	-56.486	35	4.6
-25.67	-59.279	35	4.3
-26.18	-56.208	35	4.6
-28.426	-59.483	293.4	4.4
-25.412	-56.719	35	5
-27.767	-55.994	187.4	3.8
-27.071	-56.296	151.1	4.2
-22.614	-60.865	10	4.7
-27.222	-60.614	10	4.6
-25.116	-57.078	10	4.9
-29.135	-55.251	10	4.5
-25.024	-60.3	35	4.4
-26.959	-56.37	97	4.5
-22.099	-58.227	8	7
-21.697	-58.146	32.8	5.1
-22.183	-58.318	35	5.3
-21.882	-58.121	10	5.6
-21.976	-58.134	29.6	4.8
-21.994	-58.05	10	4.7
-26.293	-55.923	10	4.6
-26.06	-55.965	10	4.6
-26.917	-56.288	120.9	4.6
-21.918	-58.352	10	4.5
-22.148	-58.065	10	5
-45.47	-60.445	10	5.1
-26.216	-59.104	35	3.9
-21.544	-58.073	10	4.7
-27.059	-55.762	35	4.1
-30.211	-59.68	35	5.1
-29.753	-59.684	20	4.7
-27.6	-56.023	150.6	4.6
-26.321	-59.586	81.1	4.9
-23.531	-58.448	10	4.3
-27.43	-55.919	60.4	4.4
-27.806	-59.644	136	5.6
-26.499	-60.353	35	4.5
-25.781	-57.679	35	4.2
-26.692	-60.543	10	4.9
-25.998	-58.178	104.8	4.8
-21.838	-58.179	35	4.7
-29.917	-55.117	10	4.4
-25.196	-58.649	35	4.7
-25.21	-58.648	35	3.8
-25.112	-58.674	2	5
-25.259	-58.625	35	4.4
-24.974	-58.711	67	4.4
-25.951	-56.831	55	4.8
-25.586	-60.645	10	4.5
-22.873	-58.326	10	5.2
-26.732	-56.346	35	4.4
-25.37	-58.328	35	4.2
-25.658	-58.323	37.7	4.7
-25.126	-58.569	26	5
-25.154	-58.599	44.7	5.3
-25.035	-58.649	35	4.3
-25.046	-58.602	7.6	5.3
-25.043	-58.608	36.2	4.4
-25.18	-58.721	55	4.7
-25.19	-58.636	24.1	4.3
-25.314	-58.678	35	4.3
-22.065	-58.077	46.7	4.3
-25.915	-58.071	73.4	4.7
-26.834	-56.069	129.5	4.5
-26.699	-56.488	35	4.3
-27.638	-55.967	149	4.4
-25.544	-56.458	35	4.2
-30.597	-56.21	43.9	4.8
-30.62	-56.276	10	5.2
-26.931	-56.192	123.5	4.8
-67.738	-61.233	10	5.5
-23.688	-60.403	10	4.4
-25.542	-57.92	60.2	5.1
-26.559	-56.447	100	4.3
-26.259	-58.382	135.9	4.4
-28.008	-55.2	35	4.5
-26.803	-55.738	42.3	4.8
-56.013	-54.192	37.8	4.9
-55.827	-54.102	10	4.4
-27.244	-60.006	150	4.2
-67.711	-61.17	23.5	4.6
-27.075	-55.785	28.7	4.6
-26.734	-59.099	173.9	4.6
-57.487	-60.885	10	4.6
-25.621	-60.597	12.6	4.6
-25.913	-59.854	35	4.5
-25.779	-58.654	78	3.8
-23.282	-56.954	35	4.1
-65.465	-57.756	18.9	4.6
-25.903	-59.34	35	5.7
-26.39	-56.494	35	4.4
-26.806	-60.398	10	4.6
-28.186	-55.94	161.9	5.1
-51.858	-60.54	10	5.2
-24.961	-56.605	50	4.5
-26.7	-59.539	149.1	3.9
-27.684	-55.942	131.4	4.4
-27.505	-56.449	122.2	3.5
-28.536	-55.217	35	4.1
-25.261	-58.768	35	4
-25.374	-60.405	48.2	4.3
-25.093	-57.905	35	4.2
-56.831	-60.217	10.4	4.4
-27.234	-55.961	87.1	5.6
-25.447	-56.447	6	5
-24.887	-57.2	35.6	4.9
-23.717	-59.452	10	4.5
-62.123	-62.176	35	4.5
-26.216	-55.621	59.6	5
-25.082	-58.565	35	3.9
-25.072	-58.489	35	4.4
-25.058	-58.553	35	4.2
-25.895	-59.645	35	3.9
-27.468	-56.314	41.9	4.2
-25.523	-57.908	58.1	4.7
-24.997	-56.312	35	4.2
-26.422	-59.552	69.7	4.8
-25.463	-60.545	35	4.3
-25.777	-57.712	60.3	4.2
-26.058	-58.846	79.2	5
-25.256	-58.549	35	4
-25.331	-59.062	42	4.5
-24.793	-57.044	10	3.8
-28.839	-59.893	67.6	4.3
-28.617	-59.899	35	4.4
-28.807	-59.89	35.7	3.5
-73.147	-51.295	48.6	4.2
-34.027	-60.81	10	4.7
-26.117	-57.886	116.2	4.1
-27.421	-55.919	108.4	4.2
-27.55	-55.917	35	4.6
-24.577	-58.811	55	3.9
-29.087	-55.159	35	4.7
-21.81	-58.288	10	4.4
-25.247	-58.784	10	4.7
-25.558	-57.989	29.7	4.5
-26.385	-58.605	145.1	4.5
-22.459	-61.075	35	4.6
-26.517	-59.778	35	4.6
-26.698	-59.743	77.5	5.1
-25.287	-58.708	55	4.5
-24.951	-58.812	55	4.3
-23.249	-57.553	35	4.5
-25.609	-57.856	35	4.4
-21.933	-58.37	10	4.7
-25.13	-57.041	35	4.7
-57.256	-54.404	10	4.6
-24.923	-56.936	38.6	4.9
-24.939	-56.831	35	4.4
-24.795	-56.92	35	4.5
-25.059	-57.046	35	4.6
-25.156	-60.376	10	4.5
-25.182	-56.89	35	4.9
-24.835	-56.999	35	4.5
-25.222	-56.984	35	4.6
-27.539	-55.935	121.1	4.8
-26.342	-55.854	35	4.6
-26.474	-55.628	35	4.6
-25.513	-56.551	35	5
-25.942	-56.508	35	4.8
-26.672	-55.796	14.7	4.5
-26.474	-55.81	35	4.3
-56.363	-62.154	10	4.9
-56.119	-62.14	10	4.8
-26.92	-60.368	35	4.8
-24.55	-57.855	35	4.4
-25.488	-57.912	35	4.2
-27.938	-58.924	312	4.7
-28.096	-56.021	165.7	4.9
-60.415	-59.13	10	4.7
-25.904	-57.831	35	4.6
-24.796	-60.525	15	6.3
-27.064	-56.347	134	5.3
-27.07	-55.808	46.6	4.7
-25.164	-59.575	35	4.6
-23.81	-60.861	10	5.5
-25.334	-56.885	44.2	4.9
-24.845	-58.686	26.1	5.4
-24.843	-60.668	35	4.7
-24.549	-60.515	10	4.8
-26.836	-55.454	35	4.4
-26.253	-59.553	35	5.2
-27.727	-55.976	87.4	5.5
-28.287	-55.211	35	4.6
-25.679	-56.14	35	4.4
-49.819	-60.546	10	5.1
-26.274	-59.6	68.2	5.2
-27.188	-56.203	122.1	4.9
-28.122	-60.543	37.7	4.4
-26.858	-60.203	20	6.7
-26.924	-60.382	19.8	5
-26.938	-60.236	10	5
-26.945	-60.279	13.2	4.9
-26.914	-60.142	35	4.5
-26.866	-60.245	10	4.4
-26.752	-60.119	10	4.5
-27.152	-60.588	10	4.6
-26.799	-56.42	10	4.7
-27.49	-55.944	10	4.3
-26.343	-59.788	10	4.2
-27.037	-56.044	60.2	4.7
-25.591	-58.966	48.6	4.7
-26.83	-55.421	35	5
-25.115	-58.704	36.2	5.1
-26.577	-56.341	10	5.1
-25.508	-56.775	35	4.3
-26.655	-59.978	35	4
-26.915	-55.873	44	5.4
-25.601	-56.803	35	4.6
-27.232	-56.182	139.6	4.6
-25.528	-60.692	13.4	4.7
-20.212	-59.587	10	4.8
-65.699	-57.878	10	4.9
-28.178	-55.88	96.7	5
-26.111	-60.424	10	5.5
-27.9	-55.919	146.8	4.4
-26.716	-56.267	101.9	5
-26.763	-60.197	39.3	4.4
-26.727	-60.376	55	4.6
-24.977	-58.972	30	5.1
-27.624	-56.116	35	5
-26.256	-59.409	81.8	5
-24.853	-60.108	21.8	4.6
-27.249	-55.304	10	4.2
-25.685	-56.357	35	4.5
-26.046	-59.599	20	4.6
-25.758	-56.326	35	4.7
-25.527	-56.369	35	4.8
-25.982	-57.725	10	4
-27.441	-55.419	35	4.4
-26.896	-56.093	35	4.5
-28.314	-55.387	35	4.4
-25.211	-57.043	25.9	4.7
-25.314	-56.9	17.7	4.8
-26.985	-55.889	35	4.1
-25.838	-57.344	76.9	4.4
-27.376	-55.659	47.7	4.7
-27.918	-55.681	71.9	5
-27.051	-56.287	143.1	5.2
-26.802	-56.469	112	4.5
-25.547	-56.476	23.6	4.8
-27.596	-56.061	133.6	4.1
-29.675	-55.587	10	4.7
-29.703	-55.47	10	4.4
-25.25	-57.66	28	5.5
-25.294	-57.119	23.6	4.6
-27.631	-56.065	128.6	4.6
-27.633	-56.159	87	5
-24.979	-57.111	27.3	4.7
-26.955	-56.551	83	4.7
-24.943	-59.183	35	4.6
-24.714	-59.381	35	4.6
-27.407	-55.405	21	4.6
-23.103	-60.836	62.3	4.6
-26.644	-55.982	35	5
-33.194	-60.309	10	5.4
-27.265	-56.372	125.8	4.9
-25.325	-57.658	41.1	4.9
-35.056	-61.301	10	4
-29.602	-55.482	32	4.9
-32.059	-51.323	10	4.6
-55.42	-61.7	21.6	4.5
-25.335	-57.695	51.5	4.9
-65.163	-59.955	10	6
-27.64	-56.093	140.5	5
-25.517	-56.678	35	4.8
-27.672	-55.99	35	4.5
-25.598	-56.453	24.2	5
-24.935	-56.93	12.4	5.4
-69.534	-54.083	15.4	4.5
-26.083	-59.585	48.9	4.5
-26.412	-59.776	60	4.4
-65.604	-60.025	10	4.6
-25.964	-58.339	95.8	4.9
-26.762	-58.255	188	4.7
-26.772	-56.156	59.7	5.4
-27.664	-56.08	85.8	5
